"","Percentiles","Year","Networth","Pre-Tax and Post-Transfer","Post-Tax","Post-Tax and Post-Transfer"
"807",0.15,2013,593.01190822,14189.6730505648,593.01190822,14189.6730505648
"808",0.16,2013,1317.8042405,15232.2777102824,1317.8042405,15232.2777102824
"809",0.17,2013,2141.4318908,16562.3777138471,2141.4318908,16562.3777138471
"810",0.18,2013,3129.7850712,18186.3555492824,3129.7850712,18186.3555492824
"811",0.19,2013,3953.4127215,19723.7938302824,3953.4127215,19723.7938302824
"812",0.2,2013,4722.1318617,21208.2946921295,4722.1318617,21208.2946921295
"813",0.21,2013,5523.796108,22261.8810542071,5523.796108,22261.8810542071
"814",0.22,2013,6490.1858844,23732.7720920648,6490.1858844,23732.7720920648
"815",0.23,2013,7555.4109788,25040.2516612471,7555.4109788,25040.2516612471
"816",0.24,2013,8796.3433053,26730.1197082824,8796.3433053,26730.1197082824
"817",0.25,2013,9663.8977636,28379.3461011295,9663.8977636,28379.3461011295
"818",0.26,2013,10542.433924,29893.5069165648,10542.433924,29893.5069165648
"819",0.27,2013,11640.604124,31584.0319942824,11640.604124,31584.0319942824
"820",0.28,2013,13178.042405,33242.9260275648,13178.042405,33242.9260275648
"821",0.29,2013,14671.553877,35098.1766352824,14671.553877,35098.1766352824
"822",0.3,2013,16252.918966,36635.6149162824,16252.918966,36635.6149162824
"823",0.31,2013,18009.991287,38592.3289651295,18009.991287,38592.3289651295
"824",0.32,2013,19987.795818,40547.0719221295,19987.795818,40547.0719221295
"825",0.33,2013,21963.404008,42337.0893481295,21963.404008,42337.0893481295
"826",0.34,2013,24159.744409,44517.5388054572,24159.744409,44517.5388054572
"827",0.35,2013,26685.53587,46950.0612204119,26685.53587,46950.0612204119
"828",0.36,2013,29650.595411,49287.8496858471,29650.595411,49287.8496858471
"829",0.37,2013,32946.204182,51637.2768845648,32946.204182,51637.2768845648
"830",0.38,2013,35525.805983,54998.3347278471,35525.805983,54998.3347278471
"831",0.39,2013,38655.591054,58709.4929745648,38655.591054,58709.4929745648
"832",0.4,2013,41928.138252,61257.9048708471,41928.138252,61257.9048708471
"833",0.41,2013,45683.880337,64203.6291299766,45683.880337,64203.6291299766
"834",0.42,2013,49417.659018,68098.1911582824,49417.659018,68098.1911582824
"835",0.43,2013,54908.51002,72239.6068748471,54908.51002,72239.6068748471
"836",0.44,2013,59103.520186,76071.5638435648,59103.520186,76071.5638435648
"837",0.45,2013,64462.590764,81091.5157211295,64462.590764,81091.5157211295
"838",0.46,2013,68514.838803,85394.3718142824,68514.838803,85394.3718142824
"839",0.47,2013,74049.616613,89688.8743285648,74049.616613,89688.8743285648
"840",0.48,2013,78409.352309,95093.1857761295,78409.352309,95093.1857761295
"841",0.49,2013,84504.196921,101098.205680282,84504.196921,101098.205680282
"842",0.5,2013,89391.054313,106129.796290129,89391.054313,106129.796290129
"843",0.51,2013,94881.905315,111817.003866565,94881.905315,111817.003866565
"844",0.52,2013,99494.220157,118450.393015282,99494.220157,118450.393015282
"845",0.53,2013,107181.41156,124599.047965282,107181.41156,124599.047965282
"846",0.54,2013,114539.1519,130618.991761129,114539.1519,130618.991761129
"847",0.55,2013,122039.65437,136349.469115282,122039.65437,136349.469115282
"848",0.56,2013,127717.19431,144632.300546412,127717.19431,144632.300546412
"849",0.57,2013,134855.30061,151559.126385282,134855.30061,151559.126385282
"850",0.58,2013,142762.12605,159911.367790565,142762.12605,159911.367790565
"851",0.59,2013,154292.91316,169690.573430565,154292.91316,169690.573430565
"852",0.6,2013,162089.92158,178119.029720565,162089.92158,178119.029720565
"853",0.61,2013,171193.75254,188249.649810565,171193.75254,188249.649810565
"854",0.62,2013,179990.09585,196595.743340565,179990.09585,196595.743340565
"855",0.63,2013,190148.1702,207730.532135282,190148.1702,207730.532135282
"856",0.64,2013,201294.59773,218186.426505847,201294.59773,218186.426505847
"857",0.65,2013,211968.81208,229321.215310565,211968.81208,229321.215310565
"858",0.66,2013,222159.83154,239335.870505282,222159.83154,239335.870505282
"859",0.67,2013,233492.94801,249826.681071694,233492.94801,249826.681071694
"860",0.68,2013,243134.88237,260003.433675282,243134.88237,260003.433675282
"861",0.69,2013,256203.10775,272941.849731129,256203.10775,272941.849731129
"862",0.7,2013,271149.20418,285338.877230565,271149.20418,285338.877230565
"863",0.71,2013,283294.9666,298109.939635282,283294.9666,298109.939635282
"864",0.72,2013,297538.2341,313113.572696412,297538.2341,313113.572696412
"865",0.73,2013,312649.05606,328815.435470565,312649.05606,328815.435470565
"866",0.74,2013,329560.87714,345707.264236412,329560.87714,345707.264236412
"867",0.75,2013,347944.2463,364945.235060565,347944.2463,364945.235060565
"868",0.76,2013,368436.10224,384163.213570565,368436.10224,384163.213570565
"869",0.77,2013,392266.39559,408036.776695282,392266.39559,408036.776695282
"870",0.78,2013,416865.40807,434788.859810565,416865.40807,434788.859810565
"871",0.79,2013,441464.42056,458442.788895282,441464.42056,458442.788895282
"872",0.8,2013,470346.29683,487261.403076412,470346.29683,487261.403076412
"873",0.81,2013,496372.93058,511201.513446412,496372.93058,511201.513446412
"874",0.82,2013,531184.92594,549088.385356412,531184.92594,549088.385356412
"875",0.83,2013,582293.76706,600526.02051113,582293.76706,600526.02051113
"876",0.84,2013,635950.36306,653787.275231129,635950.36306,653787.275231129
"877",0.85,2013,681963.69445,700677.828730565,681963.69445,700677.828730565
"878",0.86,2013,729185.01307,746712.466495282,729185.01307,746712.466495282
"879",0.87,2013,786838.94859,799095.185055282,786838.94859,799095.185055282
"880",0.88,2013,854486.23294,871684.235305282,854486.23294,871684.235305282
"881",0.89,2013,932017.04909,950324.203355282,932017.04909,950324.203355282
"882",0.9,2013,1034695.9628,1052443.05032528,1034695.9628,1052443.05032528
"883",0.91,2013,1128589.515,1154027.07895169,1128589.515,1154027.07895169
"884",0.92,2013,1254220.1859,1269287.73802528,1254220.1859,1269287.73802528
"885",0.93,2013,1450715.7798,1463557.98867698,1450715.7798,1463557.98867698
"886",0.94,2013,1688436.6831,1702375.09110113,1688436.6831,1702375.09110113
"887",0.95,2013,2055335.3471,2070623.19035056,2055335.3471,2070623.19035056
"888",0.96,2013,2561591.8095,2581205.78632528,2561591.8095,2581205.78632528
"889",0.97,2013,3385768.5449,3397981.51155056,3385768.5449,3397981.51155056
"890",0.98,2013,4809985.4778,4827865.65977585,4809985.4778,4827865.65977585
"891",0.99,2013,8654020.4473,8668210.12035057,8654020.4473,8668210.12035057
"892",0.01,2016,-85745.20956,-52003.394072912,-85745.20956,-52003.394072912
"893",0.02,2016,-54157.1083,-18389.2072858239,-54157.1083,-18389.2072858239
"894",0.03,2016,-36948.50633,-5631.63599291196,-36948.50633,-5631.63599291196
"895",0.04,2016,-27385.92658,3940.51590708804,-27385.92658,3940.51590708804
"896",0.05,2016,-18399.80309,10534.664994088,-18399.80309,10534.664994088
"897",0.06,2016,-12603.33333,14097.632646088,-12603.33333,14097.632646088
"898",0.07,2016,-8561.758087,16066.3052195212,-8561.758087,16066.3052195212
"899",0.08,2016,-5594.390999,16341.770479718,-5594.390999,16341.770479718
"900",0.09,2016,-3020.54571,17023.520409398,-3020.54571,17023.520409398
"901",0.1,2016,-1095.479606,18203.022237788,-1095.479606,18203.022237788
"902",0.11,2016,0,20202.538412188,0,20202.538412188
"903",0.12,2016,21.271448664,21808.532786288,21.271448664,21808.532786288
"904",0.13,2016,212.71448664,23988.856274388,212.71448664,23988.856274388
"905",0.14,2016,542.42194093,26626.515909088,542.42194093,26626.515909088
"906",0.15,2016,989.12236287,28828.110845088,989.12236287,28828.110845088
"907",0.16,2016,1489.0014065,31471.0683855761,1489.0014065,31471.0683855761
"908",0.17,2016,2255.8371308,32874.9839974061,2255.8371308,32874.9839974061
"909",0.18,2016,3286.4388186,34890.473715088,3286.4388186,34890.473715088
"910",0.19,2016,4153.2503516,36916.5592435761,4153.2503516,36916.5592435761
"911",0.2,2016,4998.790436,38884.1682449761,4998.790436,38884.1682449761
"912",0.21,2016,5744.3547117,41590.980044088,5744.3547117,41590.980044088
"913",0.22,2016,6700.5063291,44861.4453191761,6700.5063291,44861.4453191761
"914",0.23,2016,7881.07173,47977.7125491761,7881.07173,47977.7125491761
"915",0.24,2016,9359.4374121,49269.9330987641,9359.4374121,49269.9330987641
"916",0.25,2016,10805.895921,51322.667807088,10805.895921,51322.667807088
"917",0.26,2016,12130.043601,53545.534193088,12130.043601,53545.534193088
"918",0.27,2016,13837.077356,56119.3395685641,13837.077356,56119.3395685641
"919",0.28,2016,15795.114205,59060.0973903522,15795.114205,59060.0973903522
"920",0.29,2016,17868.016878,62405.092561088,17868.016878,62405.092561088
"921",0.3,2016,19878.168776,64282.2380370162,19878.168776,64282.2380370162
"922",0.31,2016,22244.61744,66760.3618063522,22244.61744,66760.3618063522
"923",0.32,2016,24462.165963,69243.863307088,24462.165963,69243.863307088
"924",0.33,2016,27652.883263,71424.1468822641,27652.883263,71424.1468822641
"925",0.34,2016,30311.814346,74673.3806221761,30311.814346,74673.3806221761
"926",0.35,2016,32970.745429,77071.7165022641,32970.745429,77071.7165022641
"927",0.36,2016,36320.998594,80634.6841532641,36320.998594,80634.6841532641
"928",0.37,2016,40415.752461,83602.091155088,40415.752461,83602.091155088
"929",0.38,2016,43957.448664,86622.636865088,43957.448664,86622.636865088
"930",0.39,2016,47887.348805,89680.3477413522,47887.348805,89680.3477413522
"931",0.4,2016,52221.40647,93168.8653223522,52221.40647,93168.8653223522
"932",0.41,2016,57220.196906,97008.4017191761,57220.196906,97008.4017191761
"933",0.42,2016,62218.987342,100987.146366328,62218.987342,100987.146366328
"934",0.43,2016,67005.063291,106717.754461176,67005.063291,106717.754461176
"935",0.44,2016,71259.353024,110941.200594176,71259.353024,110941.200594176
"936",0.45,2016,76045.428973,115934.693124088,76045.428973,115934.693124088
"937",0.46,2016,81852.534459,121716.213002352,81852.534459,121716.213002352
"938",0.47,2016,86947.046414,126995.846427088,86947.046414,126995.846427088
"939",0.48,2016,92530.801688,133286.817502352,92530.801688,133286.817502352
"940",0.49,2016,97795.485232,138812.096249264,97795.485232,138812.096249264
"941",0.5,2016,103474.96203,144120.426177088,103474.96203,144120.426177088
"942",0.51,2016,108909.81716,150075.368227088,108909.81716,150075.368227088
"943",0.52,2016,113695.89311,155180.515907088,113695.89311,155180.515907088
"944",0.53,2016,120077.32771,162109.630442352,120077.32771,162109.630442352
"945",0.54,2016,127320.25598,169113.314787088,127320.25598,169113.314787088
"946",0.55,2016,134818.44163,176877.393547088,134818.44163,176877.393547088
"947",0.56,2016,144699.02954,184933.894858352,144699.02954,184933.894858352
"948",0.57,2016,154164.82419,193804.088948352,154164.82419,193804.088948352
"949",0.58,2016,161896.99578,202940.216064176,161896.99578,202940.216064176
"950",0.59,2016,170597.01828,213097.332804176,170597.01828,213097.332804176
"951",0.6,2016,180807.31364,222717.365417088,180807.31364,222717.365417088
"952",0.61,2016,190624.0872,231438.659367088,190624.0872,231438.659367088
"953",0.62,2016,200164.33193,240590.680204176,200164.33193,240590.680204176
"954",0.63,2016,209736.48383,250641.439694176,209736.48383,250641.439694176
"955",0.64,2016,220095.67932,261223.985404176,220095.67932,261223.985404176
"956",0.65,2016,234836.79325,271115.209034176,234836.79325,271115.209034176
"957",0.66,2016,244089.87342,281820.045621264,244089.87342,281820.045621264
"958",0.67,2016,256214.59916,296428.232944176,256214.59916,296428.232944176
"959",0.68,2016,269402.89733,306739.587637088,269402.89733,306739.587637088
"960",0.69,2016,283633.49648,320411.751398352,283633.49648,320411.751398352
"961",0.7,2016,296736.70886,333706.446724176,296736.70886,333706.446724176
"962",0.71,2016,313860.22504,351000.094578352,313860.22504,351000.094578352
"963",0.72,2016,331302.81294,369293.540428352,331302.81294,369293.540428352
"964",0.73,2016,345448.3263,387480.629038352,345448.3263,387480.629038352
"965",0.74,2016,365868.91702,404269.179767088,365868.91702,404269.179767088
"966",0.75,2016,392032.79887,431682.659442528,392032.79887,431682.659442528
"967",0.76,2016,419579.32489,451608.748851264,419579.32489,451608.748851264
"968",0.77,2016,440212.6301,476916.474854176,440212.6301,476916.474854176
"969",0.78,2016,466429.69058,507345.282164176,466429.69058,507345.282164176
"970",0.79,2016,499028.18565,534774.815224176,499028.18565,534774.815224176
"971",0.8,2016,531041.71589,568096.539554176,531041.71589,568096.539554176
"972",0.81,2016,576988.04501,617201.678794176,576988.04501,617201.678794176
"973",0.82,2016,620700.87201,660590.136157088,620700.87201,660590.136157088
"974",0.83,2016,664413.69902,704180.632384176,664413.69902,704180.632384176
"975",0.84,2016,716858.4557,756008.477138352,716858.4557,756008.477138352
"976",0.85,2016,785980.02813,824071.854867088,785980.02813,824071.854867088
"977",0.86,2016,860855.52743,897772.086674176,860855.52743,897772.086674176
"978",0.87,2016,939134.45851,975067.233207088,939134.45851,975067.233207088
"979",0.88,2016,1042226.5345,1075239.78289418,1042226.5345,1075239.78289418
"980",0.89,2016,1140734.6132,1186010.81188835,1140734.6132,1186010.81188835
"981",0.9,2016,1262003.1421,1299908.82369418,1262003.1421,1299908.82369418
"982",0.91,2016,1401256.6807,1444443.01944709,1401256.6807,1444443.01944709
"983",0.92,2016,1537606.6667,1582616.97218835,1537606.6667,1582616.97218835
"984",0.93,2016,1793927.6231,1824106.39103544,1793927.6231,1824106.39103544
"985",0.94,2016,2174261.1252,2208726.16994709,2174261.1252,2208726.16994709
"986",0.95,2016,2539013.2911,2578003.81659418,2539013.2911,2578003.81659418
"987",0.96,2016,3018418.5654,3052038.05009418,3018418.5654,3052038.05009418
"988",0.97,2016,3928411.1392,3959478.05009418,3928411.1392,3959478.05009418
"989",0.98,2016,6161806.8917,6193937.37499418,6161806.8917,6193937.37499418
"990",0.99,2016,11008293.755,11040424.2382942,11008293.755,11040424.2382942
"991",0.01,2019,-93110,-44287.5783188115,-93110,-44287.5783188115
"992",0.02,2019,-54865,-10795.1566376229,-54865,-10795.1566376229
"993",0.03,2019,-35600,5822.42168118853,-35600,5822.42168118853
"994",0.04,2019,-25790,14634.8433623771,-25790,14634.8433623771
"995",0.05,2019,-18570,21052.4216811885,-18570,21052.4216811885
"996",0.06,2019,-11980,23792.4216811885,-11980,23792.4216811885
"997",0.07,2019,-7510,24422.4216811885,-7510,24422.4216811885
"998",0.08,2019,-3800,24972.4216811885,-3800,24972.4216811885
"999",0.09,2019,-1800,26102.4216811885,-1800,26102.4216811885
"1000",0.1,2019,-500,27572.4216811885,-500,27572.4216811885
"1001",0.11,2019,5,29412.4216811885,5,29412.4216811885
"1002",0.12,2019,190,31314.8433623771,190,31314.8433623771
"1003",0.13,2019,500,33495.8433623771,500,33495.8433623771
"1004",0.14,2019,870,36702.4216811885,870,36702.4216811885
"1005",0.15,2019,1590,39802.4216811885,1590,39802.4216811885
"1006",0.16,2019,2590,43452.4216811885,2590,43452.4216811885
"1007",0.17,2019,3460,46704.8433623771,3460,46704.8433623771
"1008",0.18,2019,4480,48684.8433623771,4480,48684.8433623771
"1009",0.19,2019,5400,49852.4216811885,5400,49852.4216811885
"1010",0.2,2019,6370,52904.8433623771,6370,52904.8433623771
"1011",0.21,2019,7350,55334.8433623771,7350,55334.8433623771
"1012",0.22,2019,8590,58504.8433623771,8590,58504.8433623771
"1013",0.23,2019,9707,62102.4216811885,9707,62102.4216811885
"1014",0.24,2019,10710,66302.4216811885,10710,66302.4216811885
"1015",0.25,2019,12410,70902.4216811885,12410,70902.4216811885
"1016",0.26,2019,14201,73907.2650435656,14201,73907.2650435656
"1017",0.27,2019,16052,77237.2650435656,16052,77237.2650435656
"1018",0.28,2019,18140,81102.4216811885,18140,81102.4216811885
"1019",0.29,2019,20400,86209.6867247541,20400,86209.6867247541
"1020",0.3,2019,23900,89427.2650435656,23900,89427.2650435656
"1021",0.31,2019,27210,94202.4216811885,27210,94202.4216811885
"1022",0.32,2019,31140,98192.4216811885,31140,98192.4216811885
"1023",0.33,2019,36600,101989.686724754,36600,101989.686724754
"1024",0.34,2019,40510,105728.686724754,40510,105728.686724754
"1025",0.35,2019,45200,108632.421681189,45200,108632.421681189
"1026",0.36,2019,50451,111409.686724754,50451,111409.686724754
"1027",0.37,2019,55400,115304.843362377,55400,115304.843362377
"1028",0.38,2019,59600,119904.843362377,59600,119904.843362377
"1029",0.39,2019,63160,123499.686724754,63160,123499.686724754
"1030",0.4,2019,67650,127547.265043566,67650,127547.265043566
"1031",0.41,2019,72000,131104.843362377,72000,131104.843362377
"1032",0.42,2019,75800,136402.421681189,75800,136402.421681189
"1033",0.43,2019,80500,140770.686724754,80500,140770.686724754
"1034",0.44,2019,84550,147072.421681189,84550,147072.421681189
"1035",0.45,2019,89610,151917.265043566,89610,151917.265043566
"1036",0.46,2019,95160,157419.686724754,95160,157419.686724754
"1037",0.47,2019,100700,164557.265043566,100700,164557.265043566
"1038",0.48,2019,106320,170752.421681189,106320,170752.421681189
"1039",0.49,2019,114300,176102.421681189,114300,176102.421681189
"1040",0.5,2019,121760,181832.108405943,121760,181832.108405943
"1041",0.51,2019,127400,187497.265043566,127400,187497.265043566
"1042",0.52,2019,134220,195009.686724754,134220,195009.686724754
"1043",0.53,2019,141800,202454.843362377,141800,202454.843362377
"1044",0.54,2019,150000,209847.265043566,150000,209847.265043566
"1045",0.55,2019,158600,218813.108405943,158600,218813.108405943
"1046",0.56,2019,167431,226657.265043566,167431,226657.265043566
"1047",0.57,2019,174960,235812.108405943,174960,235812.108405943
"1048",0.58,2019,182200,245904.843362377,182200,245904.843362377
"1049",0.59,2019,192100,255174.843362377,192100,255174.843362377
"1050",0.6,2019,200950,263809.686724754,200950,263809.686724754
"1051",0.61,2019,211330,270304.843362377,211330,270304.843362377
"1052",0.62,2019,220110,278410.686724754,220110,278410.686724754
"1053",0.63,2019,228700,287807.265043566,228700,287807.265043566
"1054",0.64,2019,238440,298709.686724754,238440,298709.686724754
"1055",0.65,2019,249500,309122.421681189,249500,309122.421681189
"1056",0.66,2019,259980,322302.421681189,259980,322302.421681189
"1057",0.67,2019,272400,333002.421681189,272400,333002.421681189
"1058",0.68,2019,288600,345902.421681189,288600,345902.421681189
"1059",0.69,2019,301900,362414.843362377,301900,362414.843362377
"1060",0.7,2019,315400,375262.108405943,315400,375262.108405943
"1061",0.71,2019,329251,390502.421681189,329251,390502.421681189
"1062",0.72,2019,349000,405604.843362377,349000,405604.843362377
"1063",0.73,2019,366450,419807.265043566,366450,419807.265043566
"1064",0.74,2019,383400,439489.686724754,383400,439489.686724754
"1065",0.75,2019,404100,460959.686724754,404100,460959.686724754
"1066",0.76,2019,428100,485419.686724754,428100,485419.686724754
"1067",0.77,2019,455400,508102.421681189,455400,508102.421681189
"1068",0.78,2019,485800,542407.265043566,485800,542407.265043566
"1069",0.79,2019,526000,583632.421681189,526000,583632.421681189
"1070",0.8,2019,557160,617302.421681189,557160,617302.421681189
"1071",0.81,2019,591800,651807.265043566,591800,651807.265043566
"1072",0.82,2019,636240,694604.843362377,636240,694604.843362377
"1073",0.83,2019,683100,737704.843362377,683100,737704.843362377
"1074",0.84,2019,739510,799302.421681189,739510,799302.421681189
"1075",0.85,2019,795500,847604.843362377,795500,847604.843362377
"1076",0.86,2019,854590,918809.686724754,854590,918809.686724754
"1077",0.87,2019,930000,986952.421681189,930000,986952.421681189
"1078",0.88,2019,986700,1048604.84336238,986700,1048604.84336238
"1079",0.89,2019,1082000,1144607.26504357,1082000,1144607.26504357
"1080",0.9,2019,1219499,1269059.68672475,1219499,1269059.68672475
"1081",0.91,2019,1343100,1395012.10840594,1343100,1395012.10840594
"1082",0.92,2019,1549900,1615604.84336238,1549900,1615604.84336238
"1083",0.93,2019,1771100,1824907.26504357,1771100,1824907.26504357
"1084",0.94,2019,2103601,2147209.68672475,2103601,2147209.68672475
"1085",0.95,2019,2598400,2653109.68672475,2598400,2653109.68672475
"1086",0.96,2019,3291000,3350604.84336238,3291000,3350604.84336238
"1087",0.97,2019,4652800,4701404.84336238,4652800,4701404.84336238
"1088",0.98,2019,6552100,6602704.84336238,6552100,6602704.84336238
"1089",0.99,2019,11121000,11145302.4216812,11121000,11145302.4216812
"1090",0.999,2019,43902000,43950604.8433624,43902000,43950604.8433624
